path,modified_time
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{0610B0D2-0E03-4F68-9CC8-E00E9A933778}\EDGEMITMP_DF6AF.tmp\setup.exe,2022-12-08 15:52:30
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{0610B0D2-0E03-4F68-9CC8-E00E9A933778}\MicrosoftEdge_X64_108.0.1462.44.exe,2022-12-08 15:52:27
C:\Program Files\Microsoft OneDrive\22.232.1106.0002\Microsoft.SharePoint.exe,2022-12-08 15:51:36
C:\Program Files\Microsoft OneDrive\22.232.1106.0002\FileSyncConfig.exe,2022-12-08 15:51:36
C:\Program Files\Microsoft OneDrive\22.227.1030.0001\OneDriveUpdaterService.exe,2022-11-19 10:55:08
C:\Users\User\Downloads\browserdownloadsview-x64\BrowserDownloadsView.exe,2022-12-08 12:09:37
C:\Windows\SystemApps\Microsoft.Windows.AppRep.ChxApp_cw5n1h2txyewy\Application,2021-10-07 10:14:09
0000000b	03e84a6103ff0000	000a000000000000	8664	Microsoft.Windows.Apprep.ChxApp	cw5n1h2txyewy	neutral,
C:\Users\User\Downloads\browsinghistoryview-x64\BrowsingHistoryView.exe,2022-12-08 12:03:06
C:\Program Files (x86)\Lenovo\VantageService\3.13.37.0\LenovoVantage-(LenovoAuthenticationAddin).exe,2022-10-24 10:45:32
C:\Users\User\AppData\Local\Kakao\KakaoTalk\KakaoUpdate.exe,2022-01-14 11:57:42
C:\Program Files\Google\Chrome\Application\108.0.5359.96\elevation_service.exe,2022-12-02 03:26:31
C:\Program Files\Google\Chrome\Application\108.0.5359.96\Installer\setup.exe,2022-12-07 19:04:20
C:\Program Files (x86)\Google\Update\Install\{A1BCA46D-186B-4971-9347-4F44C29727CA}\CR_D96CC.tmp\setup.exe,2022-12-07 19:04:20
C:\Program Files (x86)\Google\Update\Install\{A1BCA46D-186B-4971-9347-4F44C29727CA}\108.0.5359.96_108.0.5359.95_chrome_updater.exe,2022-12-07 19:04:19
C:\Users\User\AppData\Local\Temp\D290F5FC-CE24-41D5-8567-B01368DA3F5C\dismhost.exe,2021-01-16 01:50:29
00000009	00010001ce730000	000a000055f00000	8664	Microsoft.AV1VideoExtension	8wekyb3d8bbwe	,
C:\Program Files\Google\Chrome\Application\108.0.5359.95\elevation_service.exe,2022-12-02 01:17:53
C:\Program Files\Google\Chrome\Application\108.0.5359.95\Installer\setup.exe,2022-12-07 03:57:25
C:\Program Files (x86)\Lenovo\VantageService\3.13.37.0\LenovoVantage-(LenovoGamingUserAddin).exe,2022-10-24 10:45:28
D:\Riot Games\League of Legends\Game\LeagueCrashHandler.exe,2022-12-07 08:11:59
D:\Riot Games\League of Legends\Game\League of Legends.exe,2022-12-07 08:11:59
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\USBDeview.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\UserProfilesView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\WebBrowserBookmarksView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\NetworkInterfacesView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\RBCmd.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\BrowsingHistoryView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\shman.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\UserAssistView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\AppCompatCacheParser.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\PECmd.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\JumpListsView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\LastActivityView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\ShellBagsView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\RecentFilesView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\OutlookAttachView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\BrowserDownloadsView.exe,2022-12-07 08:33:04
C:\Users\User\AppData\Local\Temp\tmplj71_5l6\OpenSaveFilesView.exe,2022-12-07 08:33:04
C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e9f7884f9b4f82b9\igd10iumd32.dll,2019-09-17 11:10:24
C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e9f7884f9b4f82b9\igd10iumd64.dll,2019-09-17 11:10:26
C:\Users\User\AppData\Local\Temp\tmp5ixp0vrs\BrowserDownloadsView.exe,2022-12-07 07:57:32
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\USBDeview.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\UserProfilesView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\WebBrowserBookmarksView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\NetworkInterfacesView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\RBCmd.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\BrowsingHistoryView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\shman.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\UserAssistView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\AppCompatCacheParser.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\PECmd.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\JumpListsView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\LastActivityView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\ShellBagsView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\RecentFilesView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\OutlookAttachView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\BrowserDownloadsView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp5cu5e4jl\OpenSaveFilesView.exe,2022-12-07 07:49:28
C:\Users\User\AppData\Local\Temp\tmp0co7553p\USBDeview.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\UserProfilesView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\WebBrowserBookmarksView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\NetworkInterfacesView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\RBCmd.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\BrowsingHistoryView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\shman.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\UserAssistView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\AppCompatCacheParser.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\PECmd.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\JumpListsView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\LastActivityView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\ShellBagsView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\RecentFilesView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\OutlookAttachView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\BrowserDownloadsView.exe,2022-12-07 07:32:40
C:\Users\User\AppData\Local\Temp\tmp0co7553p\OpenSaveFilesView.exe,2022-12-07 07:32:40
C:\Windows\System32\GameBarPresenceWriter.exe,2022-06-19 08:49:47
D:\Riot Games\League of Legends\LeagueCrashHandler.exe,2022-12-07 07:28:03
D:\Riot Games\League of Legends\LeagueClientUxRender.exe,2022-12-07 07:28:03
D:\Riot Games\League of Legends\LeagueClientUx.exe,2022-12-07 07:28:03
D:\Riot Games\League of Legends\LeagueClient.exe,2022-12-07 07:28:03
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\USBDeview.exe,2022-12-07 07:26:00
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\UserProfilesView.exe,2022-12-07 07:26:00
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\WebBrowserBookmarksView.exe,2022-12-07 07:26:00
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\NetworkInterfacesView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\RBCmd.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\BrowsingHistoryView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\shman.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\UserAssistView.exe,2022-12-07 07:26:00
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\AppCompatCacheParser.exe,2022-12-07 07:25:59
D:\Riot Games\Riot Client\UX\RiotClientUxRender.exe,2022-12-07 07:27:51
D:\Riot Games\Riot Client\UX\RiotClientUx.exe,2022-12-07 07:27:51
D:\Riot Games\Riot Client\RiotClientCrashHandler.exe,2021-10-07 12:02:30
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\PECmd.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\JumpListsView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\LastActivityView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\ShellBagsView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\RecentFilesView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\OutlookAttachView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\BrowserDownloadsView.exe,2022-12-07 07:25:59
C:\Users\User\AppData\Local\Temp\tmpp5usi1bl\OpenSaveFilesView.exe,2022-12-07 07:25:59
C:\Windows\System32\SecurityHealthHost.exe,2022-10-14 11:25:53
C:\Program Files (x86)\TOBESOFT\XPLATFORM\SCH\XPlatform.exe,2021-10-07 23:55:09
C:\Program Files (x86)\Google\Update\Install\{D17C35B2-28EE-43FA-9278-A33B214BC896}\CR_FAA3E.tmp\setup.exe,2022-12-07 03:57:25
C:\Program Files (x86)\Google\Update\Install\{D17C35B2-28EE-43FA-9278-A33B214BC896}\108.0.5359.95_108.0.5359.94_chrome_updater.exe,2022-12-07 03:57:24
C:\Users\User\AppData\Local\Temp\nse1C6F.tmp\old-uninstaller.exe,2022-11-24 05:50:56
C:\Users\User\AppData\Local\opgg-electron-app-updater\pending\OP.GG Setup 1.1.3.exe,2022-12-07 03:50:23
C:\Users\User\AppData\Local\Temp\437AA29A-C331-44DF-BEAA-9257AEB0DE36\dismhost.exe,2021-01-16 01:50:29
C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe,2021-01-16 01:51:04
0000000b	006c000005b6002a	000a00004a610000	8664	Microsoft.MicrosoftEdge.Stable	8wekyb3d8bbwe	,
C:\Program Files (x86)\Microsoft\Edge\Application\108.0.1462.42\identity_helper.exe,2022-12-05 06:56:17
C:\Program Files (x86)\Microsoft\Edge\Application\108.0.1462.42\Installer\setup.exe,2022-12-06 15:57:00
C:\Program Files (x86)\Microsoft\Edge\Application\108.0.1462.42\elevation_service.exe,2022-12-05 06:55:40
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{714D60EC-34B9-4D74-BF27-9EB84E5407AD}\EDGEMITMP_52048.tmp\setup.exe,2022-12-06 15:57:00
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{714D60EC-34B9-4D74-BF27-9EB84E5407AD}\MicrosoftEdge_X64_108.0.1462.42.exe,2022-12-06 15:56:56
C:\Users\User\AppData\Local\Programs\Microsoft VS Code\Code.exe,2022-12-05 08:07:56
00000009	56c20579000a0000	000a00004a650000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,
C:\Program Files\WindowsApps\Microsoft.WindowsStore_22210.1401.10.0_x64__8wekyb3d8bbwe\Application,2022-12-06 07:36:33
00000009	56c20579000a0000	000a0000585d0000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,
C:\Users\User\AppData\Local\Temp\2E5EE3F7-9ADE-4D36-85BD-DA585333C76E\dismhost.exe,2021-01-16 01:50:29
C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,2020-10-16 04:37:28
C:\Users\User\AppData\Local\Temp\DC1E6323-136B-45B6-8113-D56E68C82A57\dismhost.exe,2021-01-16 01:50:29
C:\Users\User\AppData\Local\Temp\2EE48723-0126-4D54-B665-ADA51A37B16A\dismhost.exe,2021-01-16 01:50:29
C:\Program Files\Google\Chrome\Application\108.0.5359.94\elevation_service.exe,2022-12-02 00:07:20
C:\Program Files\Google\Chrome\Application\108.0.5359.94\Installer\setup.exe,2022-12-03 09:42:17
C:\ProgramData\Samsung Apps\Portable SSD\SamsungPortableSSDMon.exe,2022-10-03 06:36:21
C:\Program Files (x86)\ESTsoft\Common\ALSTSCollector.exe,2022-10-21 07:40:08
C:\Program Files (x86)\Google\Update\Install\{C3991BFA-A56A-40A4-8E0E-BA65ABB633CF}\CR_D27C9.tmp\setup.exe,2022-12-03 09:42:17
C:\Program Files (x86)\Google\Update\Install\{C3991BFA-A56A-40A4-8E0E-BA65ABB633CF}\108.0.5359.94_107.0.5304.123_chrome_updater.exe,2022-12-03 09:42:16
C:\Users\User\AppData\Local\Temp\86275228-35BF-4FB9-B216-3B854D1D13EE\dismhost.exe,2021-01-16 01:50:29
C:\Program Files\AhnLab\V3Lite40\PScan.exe,2022-08-11 00:43:00
C:\Program Files (x86)\Internet Explorer\IELowutil.exe,2019-12-07 09:10:00
C:\Program Files (x86)\IPinside_LWS\I3GInit.exe,2021-10-07 11:39:34
C:\Program Files (x86)\IPinside_LWS\I3GProc.exe,2021-10-07 11:39:34
C:\Program Files (x86)\iniLINE\CrossEX\crossex\CrossEXService.exe,2019-08-07 05:57:18
C:\Users\User\AppData\Roaming\Naver\NLiveConnector\NLiveConnector.exe,2022-05-16 00:48:12
C:\Users\User\AppData\Roaming\Naver\NLiveConnector\NLiveConnectorUpgrader.exe,2022-05-16 00:48:14
C:\Users\User\AppData\Roaming\Naver\NLiveConnector\NLiveConnectorLauncher.exe,2022-05-16 01:03:56
C:\Program Files\Sublime Text\sublime_text.exe,2021-12-22 02:33:16
C:\Users\User\Downloads\NLiveConnectorSetup.exe,2022-12-02 16:04:10
C:\Users\User\AppData\Local\Temp\196D06C7-7B15-4D70-A3BD-CC64692425B4\dismhost.exe,2021-01-16 01:50:29
C:\Program Files\NVIDIA Corporation\NVIDIA Geforce Experience\NVIDIA Notification.exe,2021-06-15 05:00:32
C:\Program Files\Google\Chrome\Application\107.0.5304.123\elevation_service.exe,2022-11-24 00:16:32
C:\Program Files\Google\Chrome\Application\107.0.5304.123\Installer\setup.exe,2022-12-02 04:39:17
C:\Program Files (x86)\Google\Update\1.3.36.152\GoogleUpdateOnDemand.exe,2022-09-01 03:57:26
C:\Program Files\AhnLab\V3Lite40\V3TNoti.exe,2021-07-22 08:04:31
C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\Application,2022-06-08 11:51:35
C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\Win32Bridge.Server.exe,2022-06-08 11:51:31
00000009	0004089c33f70000	000a00004a610000	8664	Microsoft.549981C3F5F10	8wekyb3d8bbwe	,
C:\Program Files (x86)\Google\Update\Install\{F4221C77-FF9F-484F-8E75-B189F530B1ED}\CR_0317A.tmp\setup.exe,2022-12-02 04:39:17
C:\Program Files\Google\Chrome\Application\107.0.5304.122\Installer\setup.exe,2022-11-30 06:25:58
C:\Program Files (x86)\Google\Update\Install\{F4221C77-FF9F-484F-8E75-B189F530B1ED}\107.0.5304.123_107.0.5304.122_chrome_updater.exe,2022-12-02 04:39:16
C:\Windows\System32\mpnotify.exe,2019-12-07 09:08:19
C:\Program Files\Bandizip\updater.exe,2022-11-21 05:50:38
C:\Users\User\Desktop\output\DF_CAT_Tool.exe,2022-12-01 17:12:29
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\WebBrowserBookmarksView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\OutlookAttachView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\UserProfilesView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\UserAssistView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\ShellBagsView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\NetworkInterfacesView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\LastActivityView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\JumpListsView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\BrowsingHistoryView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\BrowserDownloadsView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\RBCmd.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\AppCompatCacheParser.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\shman.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\USBDeview.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\RecentFilesView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\PECmd.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpex7kf4ds\OpenSaveFilesView.exe,2022-12-01 17:13:09
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\WebBrowserBookmarksView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\OutlookAttachView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\UserProfilesView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\UserAssistView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\ShellBagsView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\NetworkInterfacesView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\LastActivityView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\JumpListsView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\BrowsingHistoryView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\BrowserDownloadsView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\RBCmd.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\AppCompatCacheParser.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\shman.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\USBDeview.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\RecentFilesView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\PECmd.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpb4d5ylpe\OpenSaveFilesView.exe,2022-12-01 16:57:10
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\WebBrowserBookmarksView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\OutlookAttachView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\UserProfilesView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\UserAssistView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\ShellBagsView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\NetworkInterfacesView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\LastActivityView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\JumpListsView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\BrowsingHistoryView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\BrowserDownloadsView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\RBCmd.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\AppCompatCacheParser.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\shman.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\USBDeview.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\RecentFilesView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\PECmd.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpf02g9kd6\OpenSaveFilesView.exe,2022-12-01 16:42:33
C:\Users\User\AppData\Local\Temp\tmpgggs_ezv\PECmd.exe,2022-12-01 16:37:54
C:\Users\User\AppData\Local\Temp\tmpjv520dof\OpenSaveFilesView.exe,2022-12-01 16:33:09
C:\Windows\system32\taskmgr.exe,2021-09-16 23:43:52
C:\Users\User\AppData\Local\Temp\tmp3q4zao2j\OpenSaveFilesView.exe,2022-12-01 16:25:36
C:\Program Files\AhnLab\V3Lite40\v3lite4.exe,2022-08-31 22:05:00
C:\Program Files\AhnLab\V3Lite40\MUpdate2\Update\autoup.exe,2022-12-08 01:02:00
C:\Bitnami\wampstack-8.0.13-0\servicerun.bat,2021-11-25 14:46:34
C:\Bitnami\wampstack-8.0.13-0\use_wampstack.bat,2021-11-25 14:47:16
00000000	000f005b0d4c0000	000a000047ba0000	014c	Microsoft.SkypeApp	kzf8qxf38zg5c	,
C:\Program Files\WindowsApps\Microsoft.Wallet_2.4.18324.0_x64__8wekyb3d8bbwe\Application,2021-10-07 10:14:22
00000009	000708a35dcc0000	000a000047ba0000	8664	Microsoft.Microsoft3DViewer	8wekyb3d8bbwe	,
C:\Program Files (x86)\Microsoft\EdgeWebView\Application\107.0.1418.62\msedgewebview2.exe,2022-11-27 11:53:57
C:\Windows\System32\SystemSettingsBroker.exe,2021-01-16 01:49:48
C:\Windows\system32\vssvc.exe,2022-06-19 08:49:31
C:\Windows\system32\srtasks.exe,2020-08-23 10:10:09
C:\Users\User\AppData\Local\Temp\1BFE377E-34BF-4BCD-B41E-D33FB8EEBCB2\dismhost.exe,2021-01-16 01:50:29
C:\Windows\system32\winsat.exe,2021-11-10 14:02:44
C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe,2022-12-13 01:07:24
C:\Windows\system32\wbem\unsecapp.exe,2021-11-10 14:02:06
C:\Program Files\AhnLab\V3Lite40\MUpdate2\Update\ars\v3restore.exe,2022-10-05 05:56:00
\\?\C:\Windows\system32\wbem\WMIADAP.EXE,2021-11-10 14:02:06
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{3982D722-8AA1-4EC0-A5BB-20D6639D9A0C}\EDGEMITMP_AA99D.tmp\setup.exe,2022-12-01 02:26:49
C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{3982D722-8AA1-4EC0-A5BB-20D6639D9A0C}\MicrosoftEdge_X64_107.0.1418.62_107.0.1418.56.exe,2022-12-01 02:26:48
C:\Program Files\Realtek\Audio\HDA\FMAPP.exe,2018-01-17 19:44:20
C:\Program Files (x86)\Kakao\KakaoTalk\KakaoTalk.exe,2022-12-05 07:01:06
C:\Windows\system32\ImController.InfInstaller.exe,2022-01-28 11:04:18
C:\Program Files\WindowsApps\Microsoft.People_10.2105.4.0_x64__8wekyb3d8bbwe\Application,2021-10-07 10:14:24
00000009	000a083900040000	000a000045630000	8664	Microsoft.People	8wekyb3d8bbwe	,
C:\Program Files\AhnLab\V3Lite40\ASDCli.exe,2022-08-30 10:01:00
C:\Program Files\AhnLab\V3Lite40\ASDWsc.exe,2020-10-15 05:43:41
C:\Program Files\AhnLab\V3Lite40\AupASD.exe,2022-08-30 10:01:00
C:\Windows\SysWOW64\DllHost.exe,2020-10-16 04:36:58
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\WebBrowserBookmarksView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\OutlookAttachView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\UserProfilesView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\UserAssistView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\ShellBagsView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\NetworkInterfacesView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\LastActivityView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\JumpListsView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\BrowsingHistoryView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\BrowserDownloadsView.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\RBCmd.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\AppCompatCacheParser.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\shman.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\USBDeview.exe,2022-11-30 08:56:04
C:\Users\User\AppData\Local\Temp\tmpoalx3vxn\RecentFilesView.exe,2022-11-30 08:56:04
