name,path,action_time
DF_CAT_TOOL.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\DF_CAT_TOOL.EXE,2022-12-13 오전 10:05:36
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-13 오전 10:05:08
DESKTOPCAL.EXE,C:\Users\User\AppData\Roaming\DESKTOPCAL\DESKTOPCAL.EXE,2022-12-13 오전 10:04:53
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-13 오전 10:04:44
ALUpdate.exe,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUpdate.exe,2022-12-13 오전 10:04:34
ALCAPTURE.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTURE.EXE,2022-12-13 오전 10:04:28
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-12-13 오전 10:04:15
STARTMENUEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE,2022-12-13 오전 10:04:14
TCUBEOBSERVER64.EXE,C:\Windows\Teruten\TCube\TCUBEOBSERVER64.EXE,2022-12-13 오전 1:37:06
GUI_MAIN.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\GUI_MAIN.EXE,2022-12-13 오전 1:32:21
GUI_MAIN.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\GUI_MAIN.EXE,2022-12-13 오전 1:32:18
artifact_parser,C:\Users\User\Desktop\Me\Code\PY\DF_CAT_Forensic_Tool\artifact_parser,2022-12-13 오전 1:29:58
Desktop,C:\Users\User\Desktop,2022-12-13 오전 1:18:06
DF_CAT_TOOL.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\DF_CAT_TOOL.EXE,2022-12-13 오전 1:14:25
Collect_Result_1.xlsx,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_01.09.10\csv\Collect_Result_1.xlsx,2022-12-13 오전 1:09:58
ART0003_E-mail_Attachments.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_01.09.10\csv\ART0003_E-mail_Attachments.csv,2022-12-13 오전 1:09:49
desktop-242f37a_2022.12.13_01.09.10,desktop-242f37a_2022.12.13_01.09.10,2022-12-13 오전 1:09:47
Desktop,C:\Users\User\Desktop,2022-12-13 오전 1:08:17
ART0054_Network_Interfaces.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_01.02.25\csv\ART0054_Network_Interfaces.csv,2022-12-13 오전 1:04:54
csv,desktop-242f37a_2022.12.13_01.02.25\csv,2022-12-13 오전 1:03:42
desktop-242f37a_2022.12.13_01.02.25,desktop-242f37a_2022.12.13_01.02.25,2022-12-13 오전 1:03:42
DF_CAT_TOOL.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\DF_CAT_TOOL.EXE,2022-12-13 오전 1:02:10
Desktop,C:\Users\User\Desktop,2022-12-13 오전 12:57:38
Collect_Result_16.xlsx,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.49.52\csv\Collect_Result_16.xlsx,2022-12-13 오전 12:52:52
ART0033_Recycle_Bin.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.49.52\csv\ART0033_Recycle_Bin.csv,2022-12-13 오전 12:52:13
csv,desktop-242f37a_2022.12.13_00.49.52\csv,2022-12-13 오전 12:52:02
desktop-242f37a_2022.12.13_00.49.52,desktop-242f37a_2022.12.13_00.49.52,2022-12-13 오전 12:52:02
DF_CAT_TOOL.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\DF_CAT_TOOL.EXE,2022-12-13 오전 12:50:08
csv,desktop-242f37a_2022.12.13_00.44.32\csv,2022-12-13 오전 12:45:26
desktop-242f37a_2022.12.13_00.44.32,desktop-242f37a_2022.12.13_00.44.32,2022-12-13 오전 12:45:26
ART0060_Bookmarks.json,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.35.01\json\ART0060_Bookmarks.json,2022-12-13 오전 12:43:22
ART0060_Bookmarks.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.35.01\csv\ART0060_Bookmarks.csv,2022-12-13 오전 12:41:41
ART0030_Web_History.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.35.01\csv\ART0030_Web_History.csv,2022-12-13 오전 12:41:32
desktop-242f37a_2022.12.13_00.35.01,desktop-242f37a_2022.12.13_00.35.01,2022-12-13 오전 12:41:10
ART0065_User_Accounts.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.35.01\csv\ART0065_User_Accounts.csv,2022-12-13 오전 12:40:57
Collect_Result_16.json,C:\Users\User\Desktop\desktop-242f37a_2022.12.13_00.35.01\json\Collect_Result_16.json,2022-12-13 오전 12:38:05
json,desktop-242f37a_2022.12.13_00.35.01\json,2022-12-13 오전 12:37:24
csv,desktop-242f37a_2022.12.13_00.35.01\csv,2022-12-13 오전 12:36:48
DF_CAT_TOOL.EXE,C:\USERS\USER\DESKTOP\ME\CODE\PY\DF_CAT_FORENSIC_TOOL\OUTPUT\DF_CAT_TOOL.EXE,2022-12-13 오전 12:34:45
DF_CAT_Forensic_Tool,C:\Users\User\Desktop\Me\Code\PY\DF_CAT_Forensic_Tool,2022-12-13 오전 12:31:34
Local,C:\Users\User\AppData\Local\Local,2022-12-13 오전 12:30:57
Local,C:\Users\User\AppData\Local,2022-12-13 오전 12:30:57
Lib,C:\Users\User\AppData\Local\Programs\Python\Python310\Lib,2022-12-13 오전 12:30:00
dis.py,C:\Users\User\AppData\Local\Programs\Python\Python310\Lib\dis.py,2022-12-13 오전 12:30:00
Lib,C:\Users\User\AppData\Local\Programs\Python\Python310\Lib,2022-12-13 오전 12:29:50
Python310,C:\Users\User\AppData\Local\Programs\Python\Python310,2022-12-13 오전 12:29:50
Python,C:\Users\User\AppData\Local\Programs\Python,2022-12-13 오전 12:29:48
Programs,C:\Users\User\AppData\Local\Programs,2022-12-13 오전 12:29:47
Local,C:\Users\User\AppData\Local,2022-12-13 오전 12:29:45
SYSTEMPROPERTIESADVANCED.EXE,C:\Windows\System32\SYSTEMPROPERTIESADVANCED.EXE,2022-12-13 오전 12:29:33
wheels,C:\Users\User\AppData\Local\pip\cache\wheels,2022-12-13 오전 12:29:21
cache,C:\Users\User\AppData\Local\pip\cache,2022-12-13 오전 12:29:21
selfcheck,C:\Users\User\AppData\Local\pip\cache\selfcheck,2022-12-13 오전 12:29:19
http,C:\Users\User\AppData\Local\pip\cache\http,2022-12-13 오전 12:29:17
AppData,C:\Users\User\AppData,2022-12-13 오전 12:29:07
Visual Studio Setup,C:\Users\User\AppData\Roaming\Visual Studio Setup,2022-12-13 오전 12:28:12
Roaming,C:\Users\User\AppData\Roaming,2022-12-13 오전 12:28:12
pip,C:\Users\User\AppData\Local\pip,2022-12-13 오전 12:27:25
DF_CAT_Forensic_Tool,C:\Users\User\Desktop\Me\Code\PY\DF_CAT_Forensic_Tool,2022-12-13 오전 12:21:59
ART0001_OpenSavePidlMRU_Parser.py,C:\Users\User\Desktop\DF_CAT_Forensic_Tool\artifact_parser\ART0001_OpenSavePidlMRU_Parser.py,2022-12-13 오전 12:06:45
artifact_parser,DF_CAT_Forensic_Tool\artifact_parser,2022-12-13 오전 12:06:44
DF_CAT_Forensic_Tool,DF_CAT_Forensic_Tool,2022-12-13 오전 12:06:44
Code,Me\Code,2022-12-12 오후 11:56:10
Desktop,C:\Users\User\Desktop,2022-12-12 오후 11:47:05
asd,C:\Users\User\Desktop\asd,2022-12-12 오후 11:28:41
테스트파일명.xlsx,C:\Users\User\Desktop\asd\테스트파일명.xlsx,2022-12-12 오후 11:28:41
asd,asd,2022-12-12 오후 10:54:20
winprefetchview-x64,C:\Users\User\Downloads\winprefetchview-x64,2022-12-12 오후 10:11:11
b.csv,C:\Users\User\Downloads\winprefetchview-x64\b.csv,2022-12-12 오후 10:11:11
ART0001_OpenSavePidlMRU.csv,C:\Users\User\Desktop\desktop-242f37a_2022.12.12_21.59.25\csv\ART0001_OpenSavePidlMRU.csv,2022-12-12 오후 9:59:48
csv,desktop-242f37a_2022.12.12_21.59.25\csv,2022-12-12 오후 9:59:47
desktop-242f37a_2022.12.12_21.59.25,desktop-242f37a_2022.12.12_21.59.25,2022-12-12 오후 9:59:47
csv,desktop-242f37a_2022.12.12_21.57.46\csv,2022-12-12 오후 9:58:15
desktop-242f37a_2022.12.12_21.57.46,desktop-242f37a_2022.12.12_21.57.46,2022-12-12 오후 9:58:15
json,desktop-242f37a_2022.12.12_21.57.46\json,2022-12-12 오후 9:58:06
ScheduleEventAction.exe,C:\Program Files (x86)\Lenovo\VantageService\3.13.43.0\ScheduleEventAction.exe,2022-12-12 오후 9:37:34
WINPREFETCHVIEW.EXE,C:\USERS\USER\DOWNLOADS\WINPREFETCHVIEW-X64\WINPREFETCHVIEW.EXE,2022-12-12 오후 9:29:55
WINPREFETCHVIEW.EXE,C:\USERS\USER\DOWNLOADS\WINPREFETCHVIEW-X64\WINPREFETCHVIEW.EXE,2022-12-12 오후 9:29:32
a.csv,C:\Users\User\Downloads\winprefetchview-x64\a.csv,2022-12-12 오후 9:27:56
WINPREFETCHVIEW.EXE,C:\USERS\USER\DOWNLOADS\WINPREFETCHVIEW-X64\WINPREFETCHVIEW.EXE,2022-12-12 오후 9:27:54
winprefetchview-x64,C:\winprefetchview-x64,2022-12-12 오후 9:27:35
Updater.exe,C:\PROGRAM FILES\Bandizip\Updater.exe,2022-12-12 오후 9:27:28
Bandizip.exe,C:\PROGRAM FILES\Bandizip\Bandizip.exe,2022-12-12 오후 9:27:28
json,desktop-242f37a_2022.12.12_20.58.41\json,2022-12-12 오후 8:58:52
desktop-242f37a_2022.12.12_20.58.41,desktop-242f37a_2022.12.12_20.58.41,2022-12-12 오후 8:58:52
desktop-242f37a_2022.12.12_20.50.42,desktop-242f37a_2022.12.12_20.50.42,2022-12-12 오후 8:50:48
ALUPPRODUCT.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUPPRODUCT.EXE,2022-12-12 오후 8:34:52
ALUpdate.exe,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUpdate.exe,2022-12-12 오후 8:34:52
ALCAPTUREEDITOR.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTUREEDITOR.EXE,2022-12-12 오후 8:34:47
setup,C:\ProgramData\Microsoft OneDrive\setup,2022-12-12 오후 7:14:36
ProgramData,C:\ProgramData,2022-12-12 오후 7:14:33
Desktop,C:\Users\User\Desktop,2022-12-12 오후 7:13:24
순천향대학교,C:\Users\User\Desktop\순천향대학교,2022-12-12 오후 7:01:27
reg.exe,C:\Windows\System32\reg.exe,2022-12-12 오후 6:40:18
SHELLEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE,2022-12-12 오후 6:08:23
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-12 오후 4:08:57
DeviceSetupManagerAPI.dll,C:\Windows\System32\DeviceSetupManagerAPI.dll,2022-12-12 오후 3:55:53
rundll32.exe,C:\Windows\system32\rundll32.exe,2022-12-12 오후 3:55:53
FaceFodUninstaller.exe,C:\Windows\System32\WinBioPlugIns\FaceFodUninstaller.exe,2022-12-12 오후 3:55:53
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-12 오후 3:46:20
DESKTOPCAL.EXE,C:\Users\User\AppData\Roaming\DESKTOPCAL\DESKTOPCAL.EXE,2022-12-12 오후 3:46:08
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-12 오후 3:45:58
ALUpdate.exe,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUpdate.exe,2022-12-12 오후 3:45:45
ALUpdate.exe,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUpdate.exe,2022-12-12 오후 3:45:42
ALCAPTURE.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTURE.EXE,2022-12-12 오후 3:45:42
explorer.exe,C:\Windows\explorer.exe,2022-12-12 오후 3:45:24
NVDISPLAY.CONTAINER.EXE,C:\PROGRAM FILES\NVIDIA CORPORATION\DISPLAY.NVCONTAINER\NVDISPLAY.CONTAINER.EXE,2022-12-12 오전 2:52:58
TCUBEOBSERVER64.EXE,C:\Windows\Teruten\TCube\TCUBEOBSERVER64.EXE,2022-12-12 오전 2:52:54
ALUPPRODUCT.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALUpdate\ALUPPRODUCT.EXE,2022-12-11 오후 8:33:22
ALCAPTUREEDITOR.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTUREEDITOR.EXE,2022-12-11 오후 8:33:17
json_converter,C:\Users\User\Desktop\Me\Code\PY\json_converter,2022-12-11 오후 8:16:54
result_DFAS_Export_20221210152929.xlsx,C:\Users\User\Desktop\result_DFAS_Export_20221210152929.xlsx,2022-12-11 오후 8:14:57
DFASAnalyzerPRO.exe,DFASAnalyzerPRO.exe,2022-12-11 오후 8:11:00
Taskmgr.exe,C:\Windows\System32\Taskmgr.exe,2022-12-11 오후 8:10:51
DFAS Pro DEMO,C:\Program Files (x86)\DOUZONE\DFAS Pro DEMO,2022-12-11 오후 8:08:49
Program Files (x86),C:\Program Files (x86),2022-12-11 오후 8:08:49
explorer.exe,C:\Windows\explorer.exe,2022-12-11 오후 8:08:48
vmware.exe,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\vmware.exe,2022-12-11 오후 8:08:30
explorer.exe,C:\Windows\explorer.exe,2022-12-11 오후 7:37:43
DFASANALYZERPRO.EXE,C:\PROGRAM FILES (X86)\DOUZONE\DFAS PRO DEMO\DFASANALYZERPRO.EXE,2022-12-11 오후 4:19:45
DFASAnalyzer.ico,C:\Program Files (x86)\DOUZONE\DFAS Pro DEMO\DFASAnalyzer.ico,2022-12-11 오후 4:19:44
CHXSMARTSCREEN.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,2022-12-11 오후 4:18:50
Updater.exe,C:\PROGRAM FILES\Bandizip\Updater.exe,2022-12-11 오후 4:18:37
Bandizip.exe,C:\PROGRAM FILES\Bandizip\Bandizip.exe,2022-12-11 오후 4:18:36
defrag.exe,C:\Windows\system32\defrag.exe,2022-12-11 오후 2:37:58
sdiagschd.dll,C:\Windows\System32\sdiagschd.dll,2022-12-11 오후 2:37:58
SHELLEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE,2022-12-11 오후 2:31:14
Downloads,C:\Users\User\Downloads,2022-12-11 오후 2:30:23
Collect_Result_9.json,C:\Users\User\Downloads\Collect_Result_9.json,2022-12-11 오후 2:30:23
df-cat-navigator.xlsx,C:\Users\User\Downloads\df-cat-navigator.xlsx,2022-12-11 오후 2:29:52
Collect_Result_9.json,C:\Users\User\Downloads\Collect_Result_9.json,2022-12-11 오후 2:29:21
DF_CAT_TOOL.EXE,C:\USERS\USER\DOWNLOADS\DF_CAT_TOOL.EXE,2022-12-11 오후 2:24:39
DF_CAT_TOOL.EXE,C:\USERS\USER\DOWNLOADS\DF_CAT_TOOL.EXE,2022-12-11 오후 2:24:37
CHXSMARTSCREEN.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,2022-12-11 오후 2:24:31
ART0007_Last_Visited_MRU.json,C:\Users\User\Downloads\ART0007_Last_Visited_MRU.json,2022-12-11 오후 2:21:43
ART0006_Shell_Bags.json,C:\Users\User\Downloads\ART0006_Shell_Bags.json,2022-12-11 오후 2:21:32
ART0022_Shortcut_LNK_Files.json,C:\Users\User\Downloads\ART0022_Shortcut_LNK_Files.json,2022-12-11 오후 2:21:16
ART0009_Prefetch.json,C:\Users\User\Downloads\ART0009_Prefetch.json,2022-12-11 오후 2:18:42
Taskmgr.exe,C:\Windows\System32\Taskmgr.exe,2022-12-11 오후 2:16:51
DF_CAT_TOOL.EXE,C:\USERS\USER\DOWNLOADS\DF_CAT_TOOL.EXE,2022-12-11 오후 2:15:56
DF_CAT_TOOL.EXE,C:\USERS\USER\DOWNLOADS\DF_CAT_TOOL.EXE,2022-12-11 오후 2:15:54
CHXSMARTSCREEN.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,2022-12-11 오후 2:15:48
Notion.exe,C:\Users\User\AppData\Local\Programs\Notion\Notion.exe,2022-12-11 오후 2:03:54
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-11 오후 1:34:34
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-11 오후 1:34:17
TEXTINPUTHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFTWINDOWS.CLIENT.CBS_CW5N1H2TXYEWY\TEXTINPUTHOST.EXE,2022-12-11 오후 1:33:46
STARTMENUEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE,2022-12-11 오후 1:33:37
NVDISPLAY.CONTAINER.EXE,C:\PROGRAM FILES\NVIDIA CORPORATION\DISPLAY.NVCONTAINER\NVDISPLAY.CONTAINER.EXE,2022-12-10 오후 11:19:45
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-10 오후 10:13:59
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-10 오후 10:13:58
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\108.0.1462.46\msedgewebview2.exe,2022-12-10 오후 10:13:29
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-10 오후 10:12:58
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-10 오후 10:12:53
DISCORD.EXE,C:\USERS\USER\APPDATA\LOCAL\DISCORD\APP-1.0.9007\DISCORD.EXE,2022-12-10 오후 10:12:42
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-12-10 오후 10:12:14
STARTMENUEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE,2022-12-10 오후 10:12:13
NVDISPLAY.CONTAINER.EXE,C:\PROGRAM FILES\NVIDIA CORPORATION\DISPLAY.NVCONTAINER\NVDISPLAY.CONTAINER.EXE,2022-12-09 오후 11:38:27
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-09 오후 10:33:40
Notion.exe,C:\Users\User\AppData\Local\Programs\Notion\Notion.exe,2022-12-09 오후 9:57:34
Notion.exe,C:\Users\User\AppData\Local\Programs\Notion\Notion.exe,2022-12-09 오후 9:57:34
SHELLEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE,2022-12-09 오후 9:49:39
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-09 오후 9:39:02
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-09 오후 9:39:01
Uninstall.exe,C:\Program Files (x86)\Lenovo\VantageService\\3.13.43.0\Uninstall.exe,2022-12-09 오후 9:38:25
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-09 오후 9:33:48
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-09 오후 9:33:39
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-09 오후 9:33:27
DISCORD.EXE,C:\USERS\USER\APPDATA\LOCAL\DISCORD\APP-1.0.9007\DISCORD.EXE,2022-12-09 오후 9:33:24
ALCAPTURE.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTURE.EXE,2022-12-09 오후 9:33:10
NVDISPLAY.CONTAINER.EXE,C:\PROGRAM FILES\NVIDIA CORPORATION\DISPLAY.NVCONTAINER\NVDISPLAY.CONTAINER.EXE,2022-12-09 오전 2:29:07
SHELLEXPERIENCEHOST.EXE,C:\Windows\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE,2022-12-09 오전 12:54:08
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-09 오전 12:52:33
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-09 오전 12:52:32
DISCORD.EXE,C:\USERS\USER\APPDATA\LOCAL\DISCORD\APP-1.0.9007\DISCORD.EXE,2022-12-09 오전 12:51:34
TEXTINPUTHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFTWINDOWS.CLIENT.CBS_CW5N1H2TXYEWY\TEXTINPUTHOST.EXE,2022-12-09 오전 12:51:16
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-12-09 오전 12:51:07
BROWSERDOWNLOADSVIEW.EXE,C:\USERS\USER\DOWNLOADS\BROWSERDOWNLOADSVIEW-X64\BROWSERDOWNLOADSVIEW.EXE,2022-12-08 오후 9:09:37
browserdownloadsview-x64,C:\browserdownloadsview-x64,2022-12-08 오후 9:09:35
Bandizip.exe,C:\PROGRAM FILES\Bandizip\Bandizip.exe,2022-12-08 오후 9:09:27
BROWSINGHISTORYVIEW.EXE,C:\USERS\USER\DOWNLOADS\BROWSINGHISTORYVIEW-X64\BROWSINGHISTORYVIEW.EXE,2022-12-08 오후 9:03:43
BROWSINGHISTORYVIEW.EXE,C:\USERS\USER\DOWNLOADS\BROWSINGHISTORYVIEW-X64\BROWSINGHISTORYVIEW.EXE,2022-12-08 오후 9:03:29
BROWSINGHISTORYVIEW.EXE,C:\USERS\USER\DOWNLOADS\BROWSINGHISTORYVIEW-X64\BROWSINGHISTORYVIEW.EXE,2022-12-08 오후 9:03:18
CHXSMARTSCREEN.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE,2022-12-08 오후 9:03:13
browsinghistoryview-x64,C:\browsinghistoryview-x64,2022-12-08 오후 9:03:08
Updater.exe,C:\PROGRAM FILES\Bandizip\Updater.exe,2022-12-08 오후 9:03:01
ART0030_Web_History.json,C:\Users\User\Desktop\Me\Code\PY\DF_CAT_Forensic_Tool\output\ART0030_Web_History.json,2022-12-08 오후 9:02:02
Notion.exe,C:\Users\User\AppData\Local\Programs\Notion\Notion.exe,2022-12-08 오후 8:29:58
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-08 오후 8:23:33
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-08 오후 8:23:32
KakaoTalk.exe,C:\Program Files (x86)\Kakao\KakaoTalk\KakaoTalk.exe,2022-12-08 오후 8:23:30
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-08 오후 8:22:39
DISCORD.EXE,C:\USERS\USER\APPDATA\LOCAL\DISCORD\APP-1.0.9007\DISCORD.EXE,2022-12-08 오후 8:22:38
TEXTINPUTHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFTWINDOWS.CLIENT.CBS_CW5N1H2TXYEWY\TEXTINPUTHOST.EXE,2022-12-08 오후 8:22:20
SEARCHAPP.EXE,C:\Windows\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE,2022-12-08 오후 8:22:12
9.pdf,C:\Users\User\Downloads\9.pdf,2022-12-08 오후 3:56:47
GAMEBAR.EXE,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_5.822.10271.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE,2022-12-08 오후 1:53:49
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-08 오후 1:52:17
DISCORD.EXE,C:\USERS\USER\APPDATA\LOCAL\DISCORD\APP-1.0.9007\DISCORD.EXE,2022-12-08 오후 1:51:26
ALCAPTURE.EXE,C:\PROGRAM FILES (X86)\ESTsoft\ALCAPTURE\ALCAPTURE.EXE,2022-12-08 오후 1:51:11
2022 산업위생학개론 9 gas and vapor sampling.en.ko.pdf,C:\Users\User\Downloads\2022 산업위생학개론 9 gas and vapor sampling.en.ko.pdf,2022-12-08 오전 2:08:03
2022 산업위생학개론 8 aerosol sampling.nso.ko.pdf,C:\Users\User\Downloads\2022 산업위생학개론 8 aerosol sampling.nso.ko.pdf,2022-12-08 오전 2:08:03
2022 산업위생학개론 5.en.ko.PDF,C:\Users\User\Downloads\2022 산업위생학개론 5.en.ko.PDF,2022-12-08 오전 2:08:02
2022 산업위생학개론 11 NIOSH sampling strategy 1977.pdf,C:\Users\User\Desktop\2022 산업위생학개론 11 NIOSH sampling strategy 1977.pdf,2022-12-08 오전 2:07:19
2022 산업위생학개론 7 sampling & monitoring.pdf,C:\Users\User\Desktop\2022 산업위생학개론 7 sampling & monitoring.pdf,2022-12-08 오전 2:06:52
2022 산업위생학개론 6 exposure assessment concepts.pdf,C:\Users\User\Desktop\2022 산업위생학개론 6 exposure assessment concepts.pdf,2022-12-08 오전 2:06:17
2022 산업위생학개론 5.PDF,C:\Users\User\Desktop\2022 산업위생학개론 5.PDF,2022-12-08 오전 2:05:51
2022 산업위생학개론 10 IH statistics.pdf,C:\Users\User\Desktop\2022 산업위생학개론 10 IH statistics.pdf,2022-12-08 오전 2:04:46
2022 산업위생학개론 7 sampling & monitoring.pdf,C:\Users\User\Desktop\2022 산업위생학개론 7 sampling & monitoring.pdf,2022-12-08 오전 2:01:30
2022 산업위생학개론 9 gas and vapor sampling.pdf,C:\Users\User\Desktop\2022 산업위생학개론 9 gas and vapor sampling.pdf,2022-12-08 오전 2:01:09
